,Job Description,Job Title
2314,cartrabbit fast growing saas product startup coimbatore looking full stack developers solid experience node typescript react mongodb dynamodb preference given candidates join immediately roles responsibilities create scale manage restful apis handle millions requests design develop scalable systems using advanced concepts nodejs typescript javascript react better understanding deploying working aws services design develop component architecture integration deployment concepts single multi tenant architect system subsystem component understands communicates consequences design architecture ability investigate troubleshoot issue implementation make sense situation able drive efforts resolve issues engaging stakeholders adhere pay special attention coding standards best practices maintainability identify implement performance improvements optimizations engage customers stakeholders phases project life cycle requirements gathering solution design reviews execution status reviews deliver innovation design solutions leveraging latest best practices area expertise evangelize across team adopt continuously keep updated oneself latest technologies performing technology tools evaluation software technical proof concepts qualifications years experience nodejs typescript react excellent skills mongodb dynamodb nosql systems experience working sql databases like mysql postgresql required experience rest api expressjs server side development using node required experience designing large scale systems ground collaborating stakeholders get necessary approvals driving implementation applying engineering best practices sdlc required experience developing applications solutions financial investment industry knowledge multiple front end languages libraries html css javascript xml jquery preferred experience using git jira docker amazon web services aws technologies expert knowledge databases networking security privacy compliance web based applications self starter ability take ownership hold accountable job type full time salary per year experience typescript years required nodejs years required react years required javascript years required education bachelor required,Node js developer
583,overview perficient deliver mission critical technology business solution fortune company recognized brand planet cutting edge technology thanks close partnership world biggest vendor network office across north america well location india china give opportunity spread wing proud publicly recognized top workplace year year due small part entrepreneurial attitude collaborative spirit set apart keep colleague impassioned driven fulfilled perficient currently career opportunity java developer detroit market contribute cloud engagement opportunity grow skill trained cutting edge technology full time opportunity competitive salary bonus full benefit java developer participate aspect software development lifecycle includes estimating technical design implementation documentation testing deployment support application developed client member working team environment work solution architect developer interpretation translation wireframes creative design functional requirement subsequently technical design responsibility responsible implementing part technical solution client accordance agreed upon technical design occasionally responsible providing detailed technical design enterprise solution understands broad spectrum technology order provide part detailed technical design meet customer requirement often lead small medium technical project work direction project technical manager customer nominated representative liaises solution architect appropriate provides technical support input application technology defined business segment provides advice solution integration opportunity defined segment provides technical leadership specific integration activity part engagement provides planning design support development solution architecture implemented multiple system environment qualification least four year professional experience bachelor computer science equivalent degree without degree three additional year relevant professional experience year experience core java jee experience spring framework spring boot microservices plus experience working agile environment test driven development tdd experience preferred experience cloud technology pivotal ibm bluemix amazon web service aws google cloud platform gcp plus experienced continuous integration continuous deployment methodology preferred strong debugging problem solving investigative skill ability assimilate disparate information log file error message etc pursue lead find root cause problem able communicate present complex issue assurance confidence demonstrates use consulting skill including questioning listening idea development permission rapport influencing perficient full time employee receive complete competitive benefit offer collaborative work environment competitive compensation generous work life opportunity outstanding benefit package includes paid time plus holiday addition colleague eligible number reward recognition program including billable bonus opportunity encouraging healthy work life balance providing colleague great benefit part make perficient great place work perficient perficient leading digital transformation consulting firm serving global enterprise customer throughout north america unparalleled information technology management consulting creative capability perficient perficient digital agency deliver vision execution value outstanding digital experience business optimization industry solution work enables client improve productivity competitiveness grow strengthen relationship customer supplier partner reduce cost perficient professional serve client network office across north america offshore location india china traded nasdaq global select market perficient member russell index smallcap index _perficient equal opportunity employer qualified applicant receive consideration employment without regard race color religion sex national origin disability status protected veteran status characteristic protected law _disclaimer _the statement intended complete statement job content rather act guide essential function performed employee assigned classification management retains discretion add change duty position time,Full Stack Developer
1639,teradata database administrator engineer specialty retailer offering best next fashion men woman child since join began whether design clothes business strategy crunch number lead project write code place seattle headquarters think seattle pretty great place live rainy day coffee seattle mountain beach art park music film made quirky neighborhood award winning restaurant thriving industry come see part dynamic team experienced data warehouse engineer responsible valued information platform data analytics executive dashboard continually enhance add value massively parallel processing database engine redshift teradata aws primary mpp platform however team big part integrating hadoop cubing solution day life build automation tool around provisioning monitoring bcdr multi region aws mpp database solution development tool improve workload management data replication resource management user access partner development team review tune application efficient possible provide oversight quality control sql promoted production proactive involved early development cycle routinely monitor performance health teradata premise aws based platform addition multi region redshift cluster provide coordination activity database software hardware maintenance event troubleshoot tune data loading refreshing replication issue involving data mover fastload multiload tpt redshift copy unload etc support troubleshoot enhance backup method using arc method assist leadership providing technical guidance roadmaps teradata related data management platform plan support teradata hardware software upgrade maintenance work compliancy team design development implementation security policy integrity control including sox pii pci audit requirement understand communicate principle design tradeoff mix teradata redshift database escalate follow incident created database vendor develops maintains database standard documentation bachelor degree computer science related field equivalent training experience teradata database administration year overall year version higher amazon redshift year development administration performance tuning amazon web service year infrastructure development including elb route asg least year teradata tool utility sql assistant bteq multiload data mover etc least year teradata performance optimization using pdcr dbql etc least year teradata sql tuning least year teradata sle new feature teradata certification plus experience data warehousing concept including star snowflake schema conformed dimension etc experience managing active enterprise data warehouse appliance experience teradata active system management tasm workload management troubleshooting tuning complex database performance replication issue unix administration experience managing teradata system suse linux solid verbal written communicate skill work well diverse community customer including novice user developer data scientist executive leadership experience cppt capacity planning physical database design implementation experience experience optimizing database object improve experience using tool microstrategy tableau etc plus willingness work flexible schedule call accommodate project deadline business requirement got covered offer comprehensive benefit package includes medical vision dental coverage fabulous merchandise discount employer matched plan employee stock purchase plan much depending role _we equal opportunity employer committed providing diverse environment job description intended describe general nature work employee expect within particular job classification certainly comprehensive inventory duty responsibility qualification required job job technology date posted location united states washington seattle united states washington seattle,Database Administrator
679,devkrushna infotech pvt ltd looking flutter developer flutter developer create multi platform apps ios android using google flutter development framework responsibilities duties create multi platform apps ios android using flutter development framework flutter sdk dart programming language experience mobile platforms like android ios flutter widgets ios android participation process analysis designing implementation testing new apps developing mobile applications flutter apply industry standards development process ensure high quality deep experience contributing managing high scale production mobile apps must previous experience flutter development qualifications skills material design material animations custom components user interaction touches gestures core dart multithreading flutterpub dart job queue communication networking http rest dio cached network image firebase socket json xml sms bluetooth nfc build pubspec gradle info plist testing espresso hardware media gps playing audio video accelerometer camera persisting data sharedpreferences files sqflite backup sharing data interacting system notifications alarm manager timed periodic tasks persistent background operations contacts calendar graphics canvas social facebook twitter linkedin instagram google google services firebase analytics maps location cloud messaging mobile ads vcs git bitbucket job type full time salary per month experience software development year preferred work year preferred total work year preferred education bachelor preferred work remotely temporarily due covid,Flutter Developer
2145,position summary art science seeking dynamic department administrator join department hebrew judaic study individual oversee departmental operation staff provide administrative support department provide input recommendation advise chairperson executive committee departmental policy planning issue administer budget coordinate tenure review process plan department event qualification required education bachelor degree required experience year relevant administrative experience equivalent combination must include experience supervising departmental operation staff administering budget preferred experience experience higher education non profit environment required skill knowledge ability ability provide advice problem solve interact individual level excellent interpersonal writing skill familiarity word processing spreadsheet database software additional information eoe minorities females vet disabled sexual orientation gender identity,Database Administrator
752,description designation python backend engineer django angular job location gurgaon reporting team lead vacancy working days experience years objective position python developer confidently work unassisted deliver high quality solutions key competencies knowledge back end well front end modules comfortable schema design integration interface design well versed rest soap based web services well versed python django flask pyramid orm javascript css html angularjs reactjs json mysql postgres knowledge oops concepts numpy scikit learn knowledge service oriented architecture knowledge basic methodologies roles responsibilities involved aspects development playing critical role design planning development testing deployment help develop best practices future development conceptualize design develop new features product integrate user facing elements applications test debug programs delivery entire piece system application use technical knowledge creative thinking provide innovative solutions optimizing performance components keeping date latest industry trends academic qualifications tech computer science,Django Developer
351,looking well rounded full stack developer work new cutting edge system provides industry leading healthcare focused workflow clinical trial including recruitment study conduct elligo health research offer platform brings clinical research physician practice accelerating development new pharmaceutical biotechnology medical device product therapy direct approach state art elligo direct technology compliantly leverage current electronic health record data applies proprietary prescreening process match protocol eligible patient participation clinical study mission support health care provider providing personnel procedure technology infrastructure clinical research enabling patient participate research remaining care trusted physician job responsibility role developing testing supporting new system primarily mean stack mongodb angularjs express node supporting tool component built java postgres redis rabbitmq elasticsearch writing executing unit test code helping write integration system test participating sprint planning code review user platform elligo staff physician partner since working alongside user need work understand develop solution problem encounter required skill qualification excited prospect transforming clinical trial workflow experienced year developing web application fluent javascript node html experienced database preferably including nosql comfortable writing unit test experienced working full engineering team excellent debugging troubleshooting excellent meeting deliverable timeline set preferred qualification prefer worked sensitive secure data like health record deployed cloud service provider developed dashboard report practiced agile software development worked responsive web framework written sql query worked java,Full Stack Developer
703,company imerys world leader creating specialty solution improve everyday life mineral success built people creating environment employee around globe thrive passionately believe team best opportunity learn collaborate find new way solve customer challenge matter part business offer variety work real opportunity make impact part evolution want grow skill develop career find www imerys com position lab administrator job summary role support milling process providing technical analysis production packaging sample support imerys occupational health standard providing technical analysis industrial hygiene sample key task responsibility set adjusts operates laboratory equipment instrument test determine particle size color density ash product test may required test analyzes product sample verify conformity specification set laboratory equipment instrumentation required test process control record test result form prepares graph chart required clean laboratory equipment work area calibrates performs routine maintenance laboratory equipment assist performance collect product sample milling area area required maintains record production specification test result quality assurance performance data completes certificate analysis related product quality maintains inventory supply used laboratory maintains set calibrates industrial hygiene inhalable respirable dust noise carbon monoxide sampling device schedule performs annual industrial hygiene sampling calculates result enters data occupational health database provides employee management result assist miscellaneous quality related project iso documentation record maintenance equipment malfunction requiring troubleshooting repair may resolved conversation vendor contractor changing affected part requesting service call participation incident investigation root cause analysis determine source contamination product employee exposure noise dust occupational health concern education experience requirement bachelor degree equivalent experience knowledge skill ability characteristic mathematical skill needed evaluate data perform test prepare graph chart report computer skill required manage utilize data management software package qualification able lift able spend majority hour shift standing walking relocation assistance provided position type full time permanent _only technical issue monitored inbox _recruiting support imerys com_ _please submit resume application email reviewed _to ensure fairness legal compliance recruitment process application received online application process considered _imerys affirmative action equal opportunity employer policy discriminate employee applicant employment race color religion sex national origin age marital status sexual orientation gender identity genetic information disability veteran status status protected federal state local laws,Database Administrator
2339,hiring network engineers job description good knowledge network related issues troubleshooting hands experience cisco routers switches dealing network connectivity lan wan man experience communicating documenting incidents include cause action solution well root cause analysis knowledge router switches hardening secure network infrastructure lan configuration stp rstp mstp vlans vtp trunks ether channels high availability hsrp vrrp glvp port security checking logs router switches troubleshooting network issues routing protocols static default routing rip ospf eigrp configuring troubleshooting hsrp load balancing primary secondary paths must possess excellent communication skills whatsapp resume team,Network Administrator
2073,revolutionary startup elearning industry looking full stack web developer join rapidly growing team team currently developing cloud based teaching technology utilized student around world ideal candidate skilled javascript full stack web developer working heavily node angular familiarity consuming api well large data set additionally candidate able effectively communicate excel within team based environment required skill experience year javascript year angular year node desired skill experience familiarity rest api large data set tech breakdown front end back end daily responsibility hand team collaboration offer competitive pay year doe receive following benefit casual workplace culture site gym paid sick time leave applicant must currently authorized work united state full time basis future position doe offer sponsorship jobspring partner part motion recruitment network provides staffing solution contract contract hire direct hire across major north american market unique expertise today highest demand tech skill set paired deep network knowledge local technology market result exemplary track record candidate client,Full Stack Developer
1146,job description looking devops engineer help revolutionize infrastructure automate operational day day tasks managing high throughput business critical services specific emphasis long term maintainability resilience failures high scalability going interact communicate collaborate also improve relationship development product engineers test engineer network engineer security engineer deliver production system software stable maintainable need empower team people around build culture join responsibility faster safer delivery work together team responsibilities role manage infrastructure use process automation tools ansible build script automate operational deployment process use programming language like python ruby optimizing infrastructure automation thru repetitive refactors infra architecture review deploying automating maintaining building managing prem cloud based production systems develop integrate monitoring logging dashboard alert systems quickly proactively prevent detect errors ensure availability performance scalability security infrastructure build release manage configuration management infrastructure application multiple environments within cross functional team collaborate engineers specializing backend services web frontend mobile apps test automation well product design ideation requirements need minimum qualifications basic requirement bachelor degree computer science related fields equivalent professional experience strong understanding operating system linux understand basic security best practices solid understanding devops philosophy agile methods infrastructure code humble culture zero egos excellent collaborative spirit learn together grow together team experience infrastructure code automation like ansible terraform experience monitoring tools like grafana datadog prometheus experience using versioning control tools preferred requirement strong background using containers container orchestration frameworks like dockers kubernetes experience one database technologies including mysql postgresql mongodb cassandra elasticsearch kafka understanding centralized logging system elk pubsub stacks experience caching solutions like redis memcached,DevOps Engineer
701,spacex founded belief future humanity exploring star fundamentally exciting one today spacex actively developing technology make possible ultimate goal enabling human life mar full stack software engineer enterprise information system eis team writes software build rocket power spacex dynamic highly iterative community responsible software factory floor warehouse financial system supply chain system elon called nervous system spacex connect team spacex ensure entire rocket building process run smoothly opportunity spacex seeking software engineer demonstrable experience developing across full application stack application written asp net sql server angularjs typescript require experience specific language long posse core computer science fundamental full stack development comfortable tackling new problem innovating solution love interacting every facet business consider creative motivated able take ownership application build sound like help get mar responsibility develop custom application solve business need pair developer understand code change ass risk ensure best practice partner product manager stakeholder create robust solution assure timely release new feature bug fix agile development practice maintain improve quality solution delivered continuing reduce time concept consumed solution collaborate designer software architect create consistency design architecture across apps craft maintain portfolio application empower spacex basic qualification bachelor degree computer science engineering physic mathematics similar technical discipline year experience developing across full stack web server relational database client side front end preferred skill experience database understanding sql ability write performant sql ability diagnose query work dba server knowledge web server operate low level familiar web protocol developing apis scaling web application ability increase performance diagnose problem good judgment design understands finer point html javascript know tool use system architecture proficiency structuring database website rich client side application scratch quality demonstrated usage different testing pattern continuous integration process build deployment system continuous monitoring current date current trend pattern goings world web development change rapidly strong knowledge computer science fundamental applying real world development experience agile development scrum methodology itar requirement conform government space technology export regulation including international traffic arm regulation itar must citizen lawful permanent resident protected individual defined eligible obtain required authorization department state learn itar spacex equal opportunity employer employment spacex governed basis merit competence qualification influenced manner race color religion gender national origin ethnicity veteran status disability status age sexual orientation gender identity marital status mental physical disability legally protected status applicant wishing view copy spacex affirmative action plan veteran individual disability applicant requiring reasonable accommodation application interview process notify human resource department,Full Stack Developer
1759,immediate joiners required net secure labs pvt ltd located arumbakkam chennai position title node developer exp years education tech bca mca computer domain salary lpa required key skills node angular html css javascript ajax mysql rest soap api candidates ready join immediately matching skills kindly share updated profile job type full time experience node angular years preferred api integration year preferred javascript years preferred rest soap years preferred mysql years preferred ajax years preferred html css years preferred education bachelor preferred,Node js developer
1575,title software engineer reports title associate leader program management number resources experience years python reactjs django sql education bca mca location bangalore years,Django Developer
1486,job description company nbsp hitachi vantara wholly owned subsidiary hitachi ltd guides customers next solving digital challenges working alongside customer apply unmatched industrial digital capabilities data applications benefit business society fortune trust hitachi vantara help develop new revenue streams unlock competitive advantages lower costs enhance customer experiences deliver social environmental value role nbsp seeking devops engineer nbsp responsibilities aws azure devops strong experience aws azure services devops setup repository branching strategies using git bitbucket yaml kubernetes experience scripting languages like javascript based stack like nodejs shell scripting typescript ability trouble shoot deployment configuration networking issues experience design implementation preferably worked large platforms knowledge docker docker compose container technology experienced designing deploying scaling docker based production systems qualifications tech tech equal opportunity employer applicants considered employment without attention age race color religion sex sexual orientation gender identity national origin veteran disability status years,DevOps Engineer
24,qualification essential qualification related two year work experience area database design administration unrelated four year work experience area database design administration experience troubleshooting resolving desktop server network issue experience providing technical support microsoft dynamic application support preferred qualification excellent verbal written communication skill attention detail effective problem solving organizational decision making ability demonstrated ability meet deadline prioritize task manage project work independently experience knowledge microsoft window operating system microsoft office platform server administration sql server microsoft dynamic great plain certification peoplesoft experience job hiring salary range depending qualification position located within classroom technical service unit within office classroom management ocm support unique need educational research environment offering design installation maintenance service classroom technology duty position include leading supporting server software administration telecommunication equipment associated network device department technical engineering service administrative iso university staff position monitor system server process resource help troubleshoot problem arise additionally position recommend solutions changes system settings business process identify work arounds implemented permanent fix made purpose work performed identification design assessment installation maintenance related telecommunication hardware software related network peripheral device resource support iso design installation delivery service good service wide classroom boardroom meeting room teaching learning conferencing technology system administration responsible technical administrational operation maintenance server system responsible server network administration oit department manager responsible establishing policy procedure necessary meet department client need provide support special application requiring extensive knowledge expertise university wide iso service work internal external vendor developing solution unique software issue update upgrade server latest service pack security update add remove adjust user access server system keeping accurate record user assist rapid thorough resolution production issue evaluate document report issue management vendor evaluate issue pattern plan execute process improvement system upgrade ensure documentation business requirement create detailed functional technical specification maintain depth knowledge business process one multiple business area work internal external contract support resource regarding system administration duty function application expert maintenance enhancement define configuration step standard setup troubleshoot problem recommend configuration process improvement resolve complex hardware software compatibility concern develop installation script test program meet system requirement perform routine duty maintaining network domain via wbob hosted virtual server farm efficiency security data file data correctness back application usability licensing server uptime performance provide network hardware software support microsoft dynamic microsoft pdk sql report efs software perceptive content software software support engineering window office peoplesoft financial software process maintain related documentation library procedure disaster recovery planning procedure research recommend test hardware service package ocm cts assist maintaining network configuration file manage administer telecommunication plan account iso staff participate related project related procurement assist developing resolution solution technical issue user support develop deliver training program end user lead development new support procedure standard increase effectiveness efficiency provide support complex computing environment area hardware software network check report user desktop laptop workstation performance provide technical support user required desktop mobile device printer peripheral maintain extensive library user training aid material needed assist creating report query requested user perform duty assigned including deptartmental project related primary job function assist development process improvement attaining departmental goal related improving efficiency cost effectiveness customer service asr position offer following benefit university paid contribution salary retirement account vested immediately paid vacation day per year addition paid medical leave paid holiday reduced tuition opportunity covering eligible tuition excellent affordable health care benefit wellness program opportunity earn lower health care rate free disability insurance free basic life insurance benefit base salary maximum department mission academic support resource asr make positive difference student life asr committed cultivating sustaining environment diverse equitable inclusive better able serve represent university community ensuring value difference individuality knowledge skill ability asr employee include job knowledge communication problem solving analysis development leadership teamwork customer service office classroom management ocm directly support high quality teaching learning faculty student university classroom ocm central point contact single point responsibility accountability general purpose classroom study space issue ocm national leader coordination operation classroom focused continual improvement teaching learning environment apply application must submitted online considered position please click apply button follow instruction completing online application please upload following document ensure full consideration cover letter express interest qualification position updated resume name contact information three professional reference willing speak freely qualification character additional document may attached application accessing activity page uploading document request accommodation application process please mail employ umn edu call uohr diversity university recognizes value importance diversity inclusion enriching employment experience employee supporting academic mission university committed attracting retaining employee varying identity background university minnesota provides equal access opportunity program facility employment without regard race color creed religion national origin gender age marital status disability public assistance status veteran status sexual orientation gender identity gender expression learn diversity http diversity umn edu background check information offer employment contingent upon successful completion background check presumption prospective employee eligible work criminal conviction automatically disqualify finalist employment university minnesota twin city umtc university minnesota twin city umtc among largest public research university country offering undergraduate graduate professional student multitude opportunity study research located heart one nation vibrant diverse metropolitan community student campus minneapolis paul benefit extensive partnership world renowned health center international corporation government agency art nonprofit public service organization,Database Administrator
218,job description seeking wordpress developer responsible back end front end development including creating wordpress themes plugins position requires combination programming skills namely php html css javascript aesthetics understanding element arrangements screen color font choices candidate strong understanding industry trends content management systems experience responsive adaptive design strongly preferred also understanding entire web development process including design development deployment preferred responsibilities designing implementing new features functionality establishing guiding website architecture ensuring high performance availability managing technical aspects cms helping formulate effective responsive design turning working theme plugin add responsibilities relevant skills qualifications good understanding front end technologies including html css javascript jquery experience building user interfaces websites web applications experience designing developing responsive design websites comfortable working debugging tools like firebug chrome inspector etc ability understand css changes ramifications ensure consistent style across platforms browsers ability convert comprehensive layout wireframes working html pages knowledge interact restful apis formats json xml proficient understanding code versioning tools git svn mercurial strong understanding php back end development job type full time salary per hour schedule day shift monday friday industry software development work remotely,Wordpress Developer
2163,company description positioned publicis groupe core epsilon leader interaction management empowering brands transform ordinary customer experiences meaningful human experiences connected suite products services epsilon combines leading edge identity management industrial strength data technology expertise big brand acumen gained five decades working industry top brands human powered data led marketing delivers unmatched depth breadth scale help brands turn meaningful human interactions exceptional business outcomes information visit https india epsilon com follow social linkedin facebook instagram twitter job description responsible design development implementation network services technologies meet client enterprise requirements primary objective identify optimal networking communications solutions deliver long term capabilities capacity reliability resiliency enterprise clients successfully maintain grow business client operations duties responsibilities lead preferably level role involves understanding client enterprise technical requirements designing deploying optimal networking connectivity solutions enable clients enterprise achieve operational business goals required prepare recommendations supporting details formal project proposals network connectivity configurations day day interaction telecom providers equipment suppliers party network vendors engage technical resources perform tasks role requires call support well scheduling attendance maintenance windows resource expect routinely called upon analyze interpret traffic utilization services network connections participation disaster recovery exercises pre production certification testing troubleshooting events expected coordinate internal operations meet exceed data communications project expectations including limited engineering development certifications testing network operations capacity planning production readiness accountable resolving project level cross functional partnership issues escalations manage client expectations data communications connectivity related services epsilon products applications throughout project lifecycle client expectations include functionality cost delivery schedule support readiness relationships usually working directly senior level technical resources project managers business decision makers qualifications high organizational skills ability handle multi tasks meet deadlines ability work efficiently productively minimal direction guidance capable exercising extreme discretion independent judgment ability handle extremely confidential information professional manner ability communicate verbally written high level confidence travel year office skills focus visio word excel education experience college degree comparable certification telecommunications computer science related field preferred minimum seven years experience required design planning coordination implementation technology projects must experienced troubleshooting complex multi vendor geographically separated networks experience administrating authentication controls radius rsa secureid tacacs enterprise experience implementing maintaining encryption techniques standards des pki ssh ssl client site site configuration must operational level knowledge experience deployment maintenance service provider network routing architectures using protocols ospf bgp eigrp rip expert knowledge implementing supporting switched networks including vtp stp hsrp trunking vlans port security monitoring multi vendor environment understanding logical network design including dmzs wans client connectivity solutions requires depth knowledge tcp communication protocols lan man wan environments must thoroughly proficient following protocols technologies route manipulation redistribution summarization route filtering policy routing vpn client site site ethernet switching ios junos switch configurations vlans trunking spanning tree hsrp vrrp ios features pat nat snmp net flow qos security server protocols scp sftp https etc traffic filtering access lists radius tacacs ios vpn ipsec pix asa firewalls checkpoint firewalls ids ips vpn concentrators solarwinds orion ncm cisco routers asr catalyst nexus model switches citrix netscaler load balancers gtm infoblox dns cisco nexus juniper switches routers engineer knowledge one cloud technologies either aws azure automation scripting knowledge tools like phyton ansible added asset engineer role requires strong communication skills role requires strong project management skills role also requires operational processes technical foundations preferred following certifications plus ccna ccnp ccie itil service management typical physical demands requires sitting standing bending stooping reaching may require heavy lifting pounds maximum carrying pounds times requires manual dexterity sufficient operate standard office machines computer printer copier telephone office equipment requires normal range hearing vision typical mental demands able deal stress associated fast paced work environment multiple priorities tasks make judgment decisions adapt changing work situations grasp apply new ideas communicate various personalities levels working conditions works typical office setting may required perform work data center occasionally called upon work hours excess normal daily schedule conclusion position description intended convey information essential understanding scope position intended exhaustive list skills efforts duties responsibilities working conditions associated position work timings engineer willing work rotational shifts static ist ist shift monday friday along weekend call support rotational basis additional information,Network Administrator
723,yam management owned godaddy founder bob parson hunt talented passionate javascript developer join business intelligence team scottsdale mid senior level full stack developer looking join excellent team support development new software answer yes integral part team working top engineer bleeding edge technology drive application system various business yam worldwide responsibility design software module work together produce desired product ensure completed module provide functionality described application expert meet performance guideline work third party vendor develop software integrate software company product evaluate new technology software product determine feasibility desirability incorporating capability within company product build dynamic high volume web application using agile development methodology work closely engineer small informal team environment contribute overall design architecture information system ability design data structure mysql sql server support production deployment provides call support outside regular office hour deploy troubleshoot issue work business partner duty project assigned director experience education required year software development computer science equivalent substantial experience web application development experience angularjs hapi expertise nodejs big plus experience html javascript working knowledge linux operation configuration common service software packaging package management system nice preference simple solution complex one desire ability learn new thing quickly self starter effective written oral communication skill effective system design problem solving skill deep understanding algorithm data structure performance optimization technique respect coworkers willingness adopt promote new idea ability prioritize multiple task attentiveness potential problem persistence diagnosing problem successful candidate must authorized work united state without sponsorship,Full Stack Developer
1111,searching experienced work enthusiastic committed php web developer work technology oriented environment willing provide support existing project must comfortable working individual taking initiative lead innovations projects need candidate good knowledge good experience php core hands experience different cms framework right candidate highly experienced strong portfolio offer competitive salary relaxed working environment opportunities growth every stage career job description develop test maintain cutting edge web based php wordpress laravel applications quickly prototype business ideas applications use industry standards tools conventions build applications integrate applications third party apis document development process architecture standard components coordinate team members keep manager well informed status development effort create reliable quality work promptly keep abreast new trends best practices web development required skills hands experience php one web application frameworks cms laravel wordpress software development using php laravel mysql strong understanding hands javascript jquery prototype ajax basic knowledge html css bootstrap strong understanding database design sql optimization hands experience oops concepts mvc design pattern strong data structures algorithms problem solving good knowledge rest soap api good knowledge commerce platform good knowledge payment gateway integration experience common third party apis google facebook firebase twilio etc hands common software versioning tools like git bitbucket expected start date job type full time salary per year schedule day shift experience work years required total work years required education bachelor required work remotely,Backend Developer
